               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 157,            0.036397,            0.021875,           0.0047692,             0.72085,             0.56387,             0.62997,             0.31006,            0.038505,            0.018139,           0.0083795,           0.0069112,           0.0069112,           0.0069112
                 158,            0.036666,            0.021491,           0.0048335,             0.71186,              0.5671,             0.62754,              0.3092,             0.03859,            0.018142,           0.0084325,           0.0068914,           0.0068914,           0.0068914
                 159,            0.036492,            0.021298,           0.0050655,             0.67323,             0.58419,             0.62692,             0.30957,            0.038599,            0.018152,           0.0085099,           0.0068716,           0.0068716,           0.0068716
                 160,            0.036337,            0.021411,           0.0047914,             0.68623,             0.57355,             0.62497,             0.30988,            0.038575,            0.018173,           0.0086225,           0.0068518,           0.0068518,           0.0068518
                 161,            0.036042,            0.021461,           0.0048285,             0.68498,               0.577,              0.6261,             0.31084,            0.038596,            0.018163,           0.0086898,            0.006832,            0.006832,            0.006832
                 162,            0.036237,            0.021336,           0.0048753,             0.64892,             0.59893,              0.6245,             0.30866,            0.038613,            0.018179,           0.0087696,           0.0068122,           0.0068122,           0.0068122
                 163,            0.036195,            0.020997,           0.0049956,             0.64802,             0.60971,             0.62656,             0.30793,            0.038584,            0.018187,           0.0088442,           0.0067924,           0.0067924,           0.0067924
                 164,            0.036507,            0.021381,           0.0050222,             0.66901,             0.59478,             0.62837,             0.30829,             0.03852,            0.018204,           0.0087892,           0.0067726,           0.0067726,           0.0067726
                 165,            0.036169,            0.021444,           0.0048719,             0.65723,             0.59953,             0.62911,             0.30859,            0.038512,            0.018215,           0.0087413,           0.0067528,           0.0067528,           0.0067528
                 166,            0.036157,            0.021199,            0.004697,             0.65698,             0.60334,             0.62986,             0.30962,            0.038553,            0.018218,            0.008862,            0.006733,            0.006733,            0.006733
                 167,            0.035964,            0.021374,           0.0046839,             0.65508,             0.60368,             0.63064,             0.30918,             0.03854,            0.018237,           0.0088452,           0.0067132,           0.0067132,           0.0067132
                 168,            0.035948,            0.021228,            0.004566,             0.66833,             0.59608,             0.62804,             0.30888,            0.038571,            0.018258,           0.0088113,           0.0066934,           0.0066934,           0.0066934
                 169,            0.035973,            0.021356,            0.004681,             0.66694,             0.59559,             0.63194,             0.30978,            0.038517,            0.018252,           0.0087501,           0.0066736,           0.0066736,           0.0066736
                 170,            0.036121,            0.021396,           0.0050055,             0.65928,             0.60058,              0.6336,             0.30977,            0.038475,             0.01825,           0.0087517,           0.0066538,           0.0066538,           0.0066538
                 171,            0.035896,            0.021203,           0.0048816,             0.64078,             0.62083,             0.63293,             0.31045,            0.038427,            0.018258,           0.0086925,            0.006634,            0.006634,            0.006634
                 172,            0.035908,            0.021204,           0.0047881,             0.64824,             0.61694,             0.63474,             0.31133,            0.038404,            0.018266,           0.0087579,           0.0066142,           0.0066142,           0.0066142
                 173,            0.035763,            0.020841,           0.0047024,             0.63922,             0.62817,             0.63526,             0.31103,            0.038383,            0.018255,            0.008729,           0.0065944,           0.0065944,           0.0065944
                 174,            0.035757,            0.021126,           0.0047903,             0.63592,             0.63178,             0.63354,             0.31082,            0.038347,            0.018238,           0.0087733,           0.0065746,           0.0065746,           0.0065746
                 175,            0.035702,            0.020928,           0.0044601,             0.64245,             0.62891,             0.63419,             0.31166,            0.038281,            0.018244,           0.0085954,           0.0065548,           0.0065548,           0.0065548
                 176,            0.035757,            0.020574,           0.0047652,             0.64108,             0.62258,             0.63158,             0.30973,             0.03829,            0.018238,           0.0086446,            0.006535,            0.006535,            0.006535
                 177,            0.035531,             0.02103,           0.0044046,             0.65544,             0.61377,             0.63358,             0.31075,            0.038264,            0.018228,            0.008624,           0.0065152,           0.0065152,           0.0065152
                 178,             0.03552,            0.021205,           0.0045101,             0.65479,             0.60761,               0.634,             0.31056,            0.038316,            0.018211,           0.0086789,           0.0064954,           0.0064954,           0.0064954
                 179,            0.035511,            0.020986,           0.0043459,             0.65773,             0.60875,             0.63406,              0.3116,            0.038286,            0.018214,            0.008633,           0.0064756,           0.0064756,           0.0064756
                 180,            0.035605,            0.020927,            0.004761,             0.64771,             0.62417,             0.63428,             0.31223,            0.038284,            0.018219,           0.0086367,           0.0064558,           0.0064558,           0.0064558
                 181,             0.03545,            0.020961,            0.004721,             0.63528,             0.63011,             0.63304,              0.3113,            0.038334,             0.01822,           0.0086582,            0.006436,            0.006436,            0.006436
                 182,             0.03553,            0.020963,           0.0045378,              0.6303,             0.62576,             0.63218,             0.31091,            0.038309,            0.018218,           0.0087452,           0.0064162,           0.0064162,           0.0064162
                 183,             0.03541,            0.020913,           0.0045951,             0.63078,             0.63204,             0.63233,              0.3107,            0.038292,            0.018217,           0.0088219,           0.0063964,           0.0063964,           0.0063964
                 184,             0.03504,            0.020723,           0.0044177,             0.62303,             0.63257,              0.6338,              0.3118,            0.038265,            0.018212,           0.0088368,           0.0063766,           0.0063766,           0.0063766
                 185,            0.035056,            0.020913,           0.0043058,             0.62981,              0.6325,              0.6352,             0.31195,            0.038267,            0.018209,            0.008852,           0.0063568,           0.0063568,           0.0063568
                 186,            0.035526,            0.020951,           0.0044827,             0.63997,             0.62101,             0.63587,             0.31184,            0.038247,            0.018196,           0.0089214,            0.006337,            0.006337,            0.006337
                 187,            0.035208,             0.02091,           0.0044474,             0.64105,             0.62166,             0.63512,             0.31213,            0.038256,            0.018202,           0.0089693,           0.0063172,           0.0063172,           0.0063172
                 188,            0.035068,            0.020754,           0.0043362,             0.64988,             0.62026,             0.63632,             0.31262,            0.038232,            0.018195,           0.0089702,           0.0062974,           0.0062974,           0.0062974
                 189,            0.035079,            0.020875,           0.0043001,             0.64047,             0.62535,             0.63647,             0.31351,            0.038239,            0.018186,           0.0089956,           0.0062776,           0.0062776,           0.0062776
                 190,            0.035302,            0.020898,           0.0043192,             0.64542,             0.62035,             0.63631,             0.31386,            0.038253,            0.018169,           0.0090775,           0.0062578,           0.0062578,           0.0062578
                 191,            0.035037,            0.020789,           0.0041282,             0.64023,             0.62257,              0.6348,              0.3141,            0.038289,            0.018171,           0.0090884,            0.006238,            0.006238,            0.006238
                 192,            0.034884,            0.020664,           0.0044057,             0.63249,             0.62589,             0.63382,             0.31406,            0.038296,            0.018174,           0.0091194,           0.0062182,           0.0062182,           0.0062182
                 193,            0.035091,             0.02054,           0.0043911,              0.6388,             0.61889,             0.63364,             0.31304,            0.038297,             0.01817,           0.0091088,           0.0061984,           0.0061984,           0.0061984
                 194,            0.034969,            0.020971,           0.0042301,             0.63783,             0.62147,             0.63332,             0.31293,             0.03828,            0.018176,           0.0090238,           0.0061786,           0.0061786,           0.0061786
                 195,            0.034871,            0.020704,           0.0041347,             0.63623,             0.62854,             0.63312,             0.31201,            0.038296,             0.01818,           0.0090067,           0.0061588,           0.0061588,           0.0061588
                 196,            0.034615,            0.020413,           0.0042569,             0.62984,             0.62524,             0.63262,             0.31177,            0.038305,            0.018179,           0.0090345,            0.006139,            0.006139,            0.006139
